Accession,Originating lab,Submitting lab,Authors,Date submitted
EPI_ISL_419726,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,Seemann et al,2020-04-03
EPI_ISL_416518,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-03-22
EPI_ISL_419722,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,Seemann et al,2020-04-03
EPI_ISL_419723,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,Seemann et al,2020-04-03
EPI_ISL_419724,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,Seemann et al,2020-04-03
EPI_ISL_419731,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,Seemann et al,2020-04-03
EPI_ISL_419728,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,Seemann et al,2020-04-03
EPI_ISL_419729,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,Seemann et al,2020-04-03
EPI_ISL_419730,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,Seemann et al,2020-04-03
EPI_ISL_419732,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,Seemann et al,2020-04-03
EPI_ISL_419733,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419823,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,Seemann et al,2020-04-03
EPI_ISL_419824,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,Seemann et al,2020-04-03
EPI_ISL_419825,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,Seemann et al,2020-04-03
EPI_ISL_419827,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,Seemann et al,2020-04-03
EPI_ISL_419828,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,Seemann et al,2020-04-03
EPI_ISL_419829,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,Seemann et al,2020-04-03
EPI_ISL_419830,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,Seemann et al,2020-04-03
EPI_ISL_419834,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419836,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419734,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419837,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419838,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419839,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419840,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419841,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419842,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419843,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419844,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419845,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419846,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419735,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419847,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419848,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419849,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419850,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419851,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419852,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419853,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419854,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419855,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419856,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419857,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419858,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419859,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419860,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419861,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419862,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419863,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419864,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419865,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419866,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
EPI_ISL_419736,Victorian Infectious Diseases Reference Laboratory (VIDRL),Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute,Caly et al,2020-04-03
